Date,Has_Weekend,Title,Price,Super_host,Latitude,Longitude,EntireHomeVsRoom,Bedrooms_no,Beds_no,Bathrooms_num,Sleeping_engagment,Amenities,Accuracy_stars,Communication_stars,Cleanliness_stars,Location_stars,CheckIn_stars,Value_stars,Reviewers_no,Review
2019-03-01 00:00:00,True,Cute Room In the Unique Neighborhood of Astoria!,$58,,40.7622,-73.90905,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Keypad', 'Hangers', 'Hair dryer', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",,,,,,,,"No reviews (yet)
This host has 276 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-01 00:00:00,True,Large room in Brooklyn Village,$51,,40.68719,-73.92242,PRIVATE ROOM IN APARTMENT,1 bedroom,2 beds,,"Bedroom 1
1 double bed, 1 single bed","['Wifi', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Kitchen', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"No reviews (yet)
This host has 1 review for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-01 00:00:00,True,Jersey City Serviced Apt sleeper sofa,$23,,40.74694,-74.04599,SHARED ROOM IN SERVICED APARTMENT,1 bedroom,1 bed,,"Common spaces
1 sofa bed","['Indoor fireplace', 'Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot tub', 'Kitchen', 'Smart lock', 'Hair dryer', 'Shampoo', 'Carbon monoxide detector', 'Smoke detector']",Rating 4 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,Rating 4 out of 5,Rating 5 out of 5,Rating 4 out of 5,,"5 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Urvan
September 2018
The place is clean, in a good neighbourhood, and easily accessible. Travel to Manhattan is also super easy from there.
Tomas
February 2019
The listing was not accurate because it said at the time that I reserved off street parking and than when I got there and complain about it he try to deny it and change the listing and didn’t wanna refund me even knowing that he lied whatever you do deal with someone else
Response from Chris:
So the add never said we provided free parking and airbnb customer service explained this to you. You rented a sleeper sofa for 5 days in Jersey City and you wanted free parking come on a $100.00 dollar stay. We advised you where you can park you car in the neighbor hood for free and where you can pay for parking. You just did not want to pay all host BEWARE.
February 2019
Ravi
January 2019
good place to stay. safe neighborhood. i was little mad since i lost my stuff, not very valuable. Though chris gave me a room when it was available at the same price as futon booking. overall , if you book a room it is a pleasant and good experience. see you soon chris and…Read more
Rayshon
December 2018
Thank you for hosting me.
Viral
October 2018
It was really nice stay at this place. Everyone were friendly and nice. I will highly recommend this place to others. I always got quick response and all services were really good. Thanks
This host has 394 reviews for other properties.
View other reviews"
2019-03-01 00:00:00,True,Your comfy abode in Brooklyn,$43,,40.67322,-73.91018,PRIVATE ROOM IN TOWNHOUSE,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Paid parking off premises', 'Paid parking on premises', 'Free street parking', 'Coffee maker', 'Refrigerator', 'Private entrance', 'Hangers', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Garden or backyard', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"22 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Dianne
September 2018
Privacy was excellent! Quick responses from the host Gerry .....Wasn' t a fan of the neighbourhood. ..
Stephanie
February 2019
The bed is very comfortable. TV and towel come with the room. Gerry, answers promptly and is very kind. I recommended staying here for a couple of days. The neighborhood can be somewhat sketchy but if you are only staying there to sleep and not walk around then you’re fine!
Response from Gerry:
Thanks for the feedback but I do have to respond about the comment on the neighborhood: I have lived safely there for 10 years and have never felt unsafe and neither did my previous guests. Ms. Stephanie mentioned an Uber incident that made her uncomfortable that I have possibly no control over. It is a minority and working class neighborhood but nowhere unsafe or sketchy. While this might not be Park slope or upper east side, any non-prejudiced guest can expect a safe and heavily discounted typical Brooklyn experience.
February 2019
Chris
January 2019
I received a warm welcome from Gerry whose generous sized room was as described and provided a great base to stay. With easy access to two train lines there are always options for travel in and out of Manhattan. The room was warm, clean and the area quiet in the evening. Gerry…Read more
Sandy
October 2018
Very helpful, helped me quickly when I locked my keys in the room
Aliciah
October 2018
Would like to thank Gerry for incredibile hospitality and availability for any request. My flight was late and he was so kind to give me a lift from the airport. The position is perfect, 5 min walking from the Subway, shops and restaurants around. Thank you Gerry and good luck.
Robert
October 2018
Great, comfortable place to stay with a good connection to the subway! Gerry is a very friendly and helpful host, the communication was quick and easy! Thank you!
Radika
September 2018
excellent communication, easy check in and check out, great privacy!! Will stay here again.
1
2
3
…
4"
2019-03-01 00:00:00,True,THE ALIBI 2. NEAR NEW YORK CITY,$38,,40.67035,-74.11381,PRIVATE ROOM IN HOUSE,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free parking on premises', 'Host greets you', 'Hangers', 'Hair dryer', 'Lock on bedroom door']",Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"121 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Lyta
November 2018
I am so happy with my stay! The house was absolutely stunning, the hosts were so friendly and welcoming, if I ever needed anything or had any questions they were more then happy to help! And my room was gorgeous spacious and the bed was sooo comfortable! If you are thinking if…Read more
Kevin
July 2018
Very good place to stay, especially for the price. Laundry somewhat far and Busing nearby is inconsistent at times but that’s my only qualms.
Issam
June 2018
nice stay
Emeric
June 2018
i recommend najib to everyone ! Great Man ! Great House !
Vanessa
April 2018
Great host! They give us tips about how to get in the city! The bed was confortable and the room was clean. Thank you so much!
Jérémie
March 2018
Excellent stay at Najib and his wife place; they were extremely welcoming and there house is a wonderful place to stay. The room is exactly as described; a real castle! I gone there with my own car and it was really helping to find a parking space to visit New York next; just…Read more
Response from Najib:
Thanks, I appreciate your comments it helps a lot. Peoples have to know.
March 2018
Daria
September 2017
Najib's home is clean and comfortable, located in a quiet residential neighborhood which I appreciated for getting a good night's rest. However if you're just arriving from the airport without a car it might be a struggle, as there isn't any direct convenient bus/train to the big…Read more
1
2
3
…
18"
2019-03-01 00:00:00,True,Midtown Room,$92,,40.76554,-73.98245,PRIVATE ROOM IN APARTMENT,,1 bed,,,"['Wifi', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Host greets you', 'Hangers', 'Shampoo', 'Carbon monoxide detector', 'Smoke detector']",Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"38 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Navaz
February 2019
Dorian is a wonderful and accommodating host. The location is terrific and the check in process was smooth. Dorian didn't lie at all in the introduction of his place. It is absolutely a basic place to stay, but it is a good place to stay if you are just sleeping here.
Eduardo
September 2018
Dorian was an excellent host; very respectful and helpful with any questions you may have. I highly recommend Dorian's place for those looking for an extremely central location.
Response from Dorian:
Thanks Eduardo, you’re welcome to stay anytime.
September 2018
Miriam
October 2017
Right in the heart of Manhattan, Dorian is a friendly host who provides exactly what he lists. Excellent stay, will return.
Gabriel
January 2019
The flat is located in Broadway, very close to Times Square. Dorian is really nice and he is always available. Thank you very much!
Alex
January 2019
Great place would highly recommend anyone who just needs a roof over their heads and a bed to lay down on at night. As a college student this has been the best value for money. Great host who is respectable, easy going, and easy to communicate with. Not the prettiest or newest…Read more
Response from Dorian:
Thanks Alex, anytime. It's funny about that door, my guest now has no problem with it at all lol. Like I said, it's hit or miss with people.
January 2019
Judy
November 2018
Dorian’s place is within walking distance to basically everything midtown, the location is definitely five-star-worthy. Although the building is not a really new one, it has everything you need and is kept really clean and neat. And Dorian is so attentive to everything and really…Read more
Response from Dorian:
Thanks Judy, it was nice speaking with you and you're welcome back anytime.
November 2018
Andrew
November 2018
The host canceled this reservation 39 days before arrival. This is an automated posting.
1
2
3
…
6"
2019-03-01 00:00:00,True,Luxury Style Space: ideal for short or longterm!,$49,,40.672,-73.94247,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,,"['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Coffee maker', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"75 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Bryan
December 2018
it was our first experience at an Airbnb, and we weren't sure what to expect. Dellasie kept in touch with us before we arrived, and informed us she wouldn't be able to be there, but a realtor named Tony would be. he was a fantastic, polite and respectful host. The place was…Read more
Kristina
October 2018
We had the most amazing time, Dellasie is an amazing host and I would definitely recommend it to anyone staying in the city! Super convenient location and a super comfy place ❤️
Abu
December 2017
Great hosts, great location. Would highly recommend. Thanks guys!
Jiale
September 2017
The room is large and good, basically clean. The location is convience, close to everything that we need. The only problem is the noise on Friday night in the neighborhood.
Christina
January 2017
It was close to the subway. The bed was a bit small for two people but there was a comfortable couch available. Dellasie was friendly and welcoming. Grocery store near by.
Kimberly
July 2016
The place was easy to find. If you come by car though, be prepared to look for parking, especially in the evening. The room is indeed very clean and spacious. However the bed is a bit smaller than shown on the picture. The room is separated by a thick curtain. Don't worry, it…Read more
Nina
January 2019
I had a really really lovely stay at Delassies!! The room is cosy and spacious and really private! It’s like you have your own little apartment in NYC! Delassie makes sure she gives you a warm welcome and is such a sweetheart!! fast in contact and up for a chat but if you’d…Read more
1
2
3
…
11"
2019-03-01 00:00:00,True,"A ""Swoff Spot"" in Harlem's Heart",$46,,40.81333,-73.95074,SHARED ROOM IN APARTMENT,1 bedroom,2 beds,1 shared bath,"Bedroom 1
2 double beds","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Ethernet connection', 'Hot water', 'Bathtub', 'Children’s dinnerware', 'Game console', 'Room-darkening shades', 'Elevator', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Luggage dropoff allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'BBQ grill', 'Patio or balcony', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",,,,,,,,"No reviews (yet)
This host has 52 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-01 00:00:00,True,Small room in Queens,$46,,40.72749,-73.86035,PRIVATE ROOM IN HOUSE,1 bedroom,1 bed,"What you see is what you get with Berat’s place. I enjoyed my stay, I just wish the bathroom was more up to date. Very tough to take a shower with only little standing room.","Bedroom 1
1 double bed",[],Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"55 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Nawaf
August 2018
I really don't know what to say. But let's start with the fact that Berat is a very flexible host. I had to change my reservation and he understood my situation and accepted the request. I booked an over-night flight and he told me that it's fine and I can check-in anytime. It…Read more
David
August 2017
Fine for a few days. Bathroom needs a good cleaning though
Anthony
February 2019
What you see is what you get with Berat’s place. I enjoyed my stay, I just wish the bathroom was more up to date. Very tough to take a shower with only little standing room.
Joseph
February 2019
Bathroom door has no lock and feels a bit intrusive. Host walked into my room without knocking.
Benjamin
January 2019
Attendant to texts and situations where it caused hardship. He was more than accommodating.
Tiffany
December 2018
Within 4-5 blocks of grocery shops, Rite Aid, & subway lines. You may meet a diverse mix of travellers staying here. The host & his friend respond to concerns in reasonable time. A pleasant, cozy, & affordable stay overall.
Tiffany
November 2018
I had a nice and cozy stay here. I find the style to be quite charming. After reading about NYC neighbourhoods, I chose this one and it's been an interesting experience. The place has a +diverse neighbourhood & is +walking distance to grocery shops (some open 24 hours), +Rite…Read more
1
2
3
…
8"
2019-03-01 00:00:00,True,Clean Over Night Bed By Times Square Manhattan,$73,R.Henry is a Superhost,40.76464,-73.99006,SHARED ROOM IN APARTMENT,1 bedroom,2 beds,,"Bedroom 1
1 bunk bed",[],Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"32 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Mubarak
December 2018
Very nice place and clean. Also, great price!!!
Chandra
November 2018
Great location and great host.
Neacol
October 2018
Space as advertised. Very small but comfortable. You get what you pay for. Robert is very kind and helpful. Note there are four beds per room, but everyone was nice.
Sarah
September 2018
Robert is a great host. If you have any question about getting around or what there is to see in the area he will help you. I think he should not worry so much about which bed you choose to sleep in and ask before moving your stuff around, but I know he only does it to clear…Read more
Patrick Robert
January 2019
I had to cancel but he was very friendly about refund
Lam
January 2019
Good place to stay! Perfect location and very clean. The temperature is a little bit hot and the noise makes it hard to fall asleep or sleep in. But overall it was good experience staying here.
Gijong
December 2018
very fast response. clean. great atmosphere.
1
2
3
…
5"
2019-03-01 00:00:00,True,"3 Close to JFK,Airtrain,train E,F,Jamaica Hosp,LGA",$39,,40.70496,-73.81569,PRIVATE ROOM IN HOUSE,1 bedroom,2 beds,1 shared bath,"Bedroom 1
2 single beds","['Wifi', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Hot water', 'Free street parking', 'Lockbox', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"78 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Aaron
June 2017
Room was a perfect place to crash for a vacation in New York
Devon
February 2019
Very genuine people. I would stay there again
John
January 2019
Great
John
January 2019
Excellent location, 5 minutes walk to subway and shops.
Thomas
January 2019
Excellent room very peaceful and the host Sandra was very helpful, i would definitely stay again next time I’m in town!
Okubo
December 2018
nice house
Juan
December 2018
Wonderful location and great host, just amazing privacy.
1
2
3
…
12"
2019-03-01 00:00:00,True,Futon 2.0,$46,,40.80026,-73.95197,SHARED ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Common spaces
1 double bed, 1 sofa bed","['Wifi', 'TV', 'Essentials', 'Heating', 'Hot water', 'Host greets you', 'Hair dryer', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide detector']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"207 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Erwin
May 2018
The place was great as it. Just the area is hood of Manhattan.
Philippe
August 2017
The appartement did not look like the photos at all. It was not dirty but very messy. The location is okay, close to the subway and Central Park but the area is full of trash and people yelling at night in the streets (but maybe that's just NYC I don't know). Otherwise Gaudhi and…Read more
Taras
October 2016
Amazing Family, exactly as expected
Hua Ping
October 2016
Gaudhi was very accommodating and made me feel at home. He responded promptly to messages and when he was around . Overall, a very welcoming and friendly host and good location, around 5 minutes from public transport.
Sarah
May 2016
Gaudhi and his family were perfect hosts :) They were warm and friendly and full of excellent recommendations of what to check out in the city with my limited available time, and the best ways to get there through public transit. A very accessible location. As a single female…Read more
Julian
March 2016
I had a very comfortable stay at Gaudhi's 'Futon 2.0.' Gaudhi wasn't in New York while I was there, but his mother welcomed me very kindly and made sure that I was comfortably set up for my brief stay in the city. The apartment was very conveniently located at the top of Central…Read more
Esther
March 2016
This was very easy to get to, and I felt safe. The bed and bedding was clean and comfortable! It's right on the street level in a busy neighbourhood, so use earplugs. The nook where the bed is has curtains to around it making for a nice private corner. The house had some other…Read more
1
2
3
…
30"
2019-03-01 00:00:00,True,Private spacious Apartment Williamsburg - now open,$132,,40.71518,-73.95818,ENTIRE APARTMENT,1 bedroom,1 bed,1 bath,"Bedroom 1
1 king bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Bathtub', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Paid parking off premises', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Lockbox', 'Private entrance', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 5 out of 5,Rating 4 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"23 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Kirill
December 2018
I had a pleasure staying at Dana's apartment for almost two weeks during the holidays and enjoyed the experience. The place was nice and cozy with a lot of character. Location was perfect, basically in the heart of north Williamsburg and only a few minutes walk from the subway…Read more
Colin
November 2018
Location was fantastic, apartment was great, and Dana was amazing and responsive to issues that arose during the stay. Bug-free which was great. There is an issue with street noise - it is directly next to a Pod hotel loading bay which takes deliveries/linen at 2am on weeknights…Read more
Kyle
June 2018
Dana made life very easy during my stay there! She was always quick to respond if anything was needed. The apartment is in the perfect location, surrounded by amazing restaurants and bars. It was so close to the L train, making my commute to Manhattan simple, quick and easy. The…Read more
Kenny
April 2018
This place is in a beyond prime location. Steps to the L, which means you can explore and get around NYC very easily. Tons of amenities, restaurants, and entertainment within walking distance. The only trade off is some noise from construction or loud late nighters walking to the…Read more
Emma
August 2017
A lovely little apartment in very central, cool Williamsburg. The bed is extremely comfortable and the apartment is beautifully decorated. It's quaint and quirky in all the right ways!
Marcos
May 2017
Great location! Dana was very helpfull.
Irene
April 2017
It's a nice place, the vibre is incredible and the neighborhood amazing.
1
2
3
…
4"
2019-03-01 00:00:00,True,"LOVELY 2bdrm/2bath APT, 4K CATV, NYC VIEWS",$177,Max is a Superhost,40.719,-74.04,ENTIRE APARTMENT,2 bedrooms,2 beds,2 baths,"Bedroom 1
1 queen bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Ethernet connection', 'Hot water', 'Elevator', 'Paid parking off premises', 'Single level home', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Lockbox', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Patio or balcony', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"29 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Kolawole
February 2019
Lovely and super place, urban style interior, close to everything. Good and quick response from the host
Chenwei
December 2018
Very nice apartment! The host was very helpful!
Mike
December 2018
It’s a pretty nice apartment. Modern, convenient, clean, big! Walking distance to PATH, so it’s very easy to get to NYC. Definitely a good choice to stay!
Shelley
December 2018
Super close to the train station so ideal for getting in and out of New York. Lovely big apartment ideal for our group.
Daniel
December 2018
Great location and great value! The space was very clean and comfortable. Would definitely recommend to anyone traveling!
Robert
December 2018
Just spent 3 nights at Max's apartment and can't say enough nice things about the place and Max himself. The apartment is in a perfect location, a 3 minute walk to the Grove St. PATH station that we used to go back and forth into Manhattan (takes less than 10 minutes to get to…Read more
Mark
November 2018
We loved staying at Max's place. The apartment is very spacious with extremely comfy beds and lovely showers. Check in was very easy and Max answered all our queries within minutes. Grove Street station is just around the corner for PATH trains into Manhattan in no time at all…Read more
1
2
3
…
5"
2019-03-01 00:00:00,True,"Clean, Conscious, Plant-Based Home in Bed-Stuy",$59,Henry is a Superhost,40.683,-73.947,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Single level home', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Refrigerator', 'Oven', 'Stove', 'Private living room', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"19 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Emma
November 2018
Loved my stay in Bed Stuy! Check-in/out was very simple and you’re only about a 7 minute walk from the C and A train. Tons of great restaurants and cafés in close walking distance, (but also no lack of $1 slice joints and bodegas, if that’s more your thing). The space was super…Read more
Melanie
September 2018
Henry and Veronica were more than welcoming and helpful on my first trip to New York. The space is very clean and spacious with a comfy bed. The location is only minutes away from the metro stations which made it easy to travel to the city. Highly enjoyed my stay.
Laura
August 2018
Henry’s place was very clean and stylish, however I did not particularly feel safe in the area (2 young females), definitely one to research prior to visit. Henry and his friend were great at responding quickly to our questions or concerns! Thank you :)
Response from Henry:
Thanks for the kind words about our space, and I’m sorry you felt unsafe in the neighborhood. Bed-Stuy is an up and coming, predominantly African American neighborhood with tree-lined blocks of residential buildings. None of our other guests have expressed any concerns over their safety, and we’ve always felt very comfortable in our home.
August 2018
Matthieu
July 2018
The place is bright, newly renovated and clean. Easy to find and short walk to A and C train. Henry and Veronica are friendly and welcoming. Had a nice stay!
Anna
January 2019
great place
Alberto
December 2018
Great place, really nice and clean - and really nice host too. I would definitely come back in one of my next trips.
Mike
November 2018
I enjoyed my stay and Henry was a great host. The place is clean, stylish, and couple blocks away from train station.
1
2
3"
2019-03-01 00:00:00,True,"-5min to Manhattan. Rooftop pool, gym, kids areas",$145,Andrew is a Superhost,40.72522,-74.03504,ENTIRE APARTMENT,1 bedroom,3 beds,1 bath,"Bedroom 1
1 queen bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Ethernet connection', 'Hot water', 'Bathtub', 'Window guards', 'Elevator', 'Pool', 'Gym', 'Hot tub', 'Paid parking off premises', 'Paid parking on premises', 'Single level home', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'BBQ grill', 'Garden or backyard', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"22 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Chad
November 2018
This was a nice place very well located. It felt very safe. Uber had constant trouble located it .(Just an fyi, something with the UBER app). I would stay here again no problem.
James
January 2019
If you are visiting New York I would definitely recommend this place as a cool base just on the outskirts of the most amazing city , cheap easy access to New York, Manhattan and many more amazing places , once your day is done it’s a 15 minute journey back to peace and quiet with…Read more
Craig
January 2019
Excellent Apartment for a family of 5. Very modern with fantastic natural light very close to Manhattan and easy to visit using PATH train a few minutes away. Andrew was super responsive through the whole process and all was as described and apartment true to the photos. Highly…Read more
Siobhan
December 2018
If we come back to New York we will most definitely stay at Andrew’s apartment! It was clean, fantastic location and it was great for our family! Communication with Andrew was fantastic and he went above and beyond and organised early check in for us which was great given we have…Read more
Gayatri Handari
December 2018
Thank you for your warmth & hospitality.. Your place is great! We enjoyed it very much.. Easily accessible and just 5 mins walk to the nearest train station to Manhattan.. Clean & Cosy as well as safe and sound!!
Julieta
November 2018
Stylish apartment in a great location. The PATH station is just two blocks away, in 10 minutes you are in Manhattan. Lots of amenities. Andrew is a great host. He responded to our messages immediately. We had a fantastic time and hope to repeat the experience very soon.
Chris
October 2018
Great appartment. We’ve stayed with family (4pax). Very clean, quit and great location. Near to Path station (10 min to WTC) and shopping area. Highly recommendable!
1
2
3
…
4"
2019-03-01 00:00:00,True,Cozy & clean private bedroom&bath-LGBTQIA welcome!,$64,S is a Superhost,40.71811,-73.83368,PRIVATE ROOM IN APARTMENT,Cozy & clean private bedroom&bath-LGBTQIA welcome!,1 bed,,"Bedroom 1
1 king bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Luggage dropoff allowed', 'Hangers', 'Shampoo', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"124 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Jane
August 2017
S's place was really great and very clean. The location was very convenient in terms of food places and transportation. I would definitely recommend staying here.
Peggy
August 2017
S place is clean only there is a kind of weird smell from the mattress . Air conditioner works good, transportation is close fast train to midtown .
Jai
December 2016
My girlfriend and I stayed for 5 nights. Sa'ar was very welcoming and even let us put our bags before check-in as we arrived early. Sa'ar checked in with us on a daily basis and made sure we were comfortable. The apartment is located in a very nice and safe neighbourhood. We…Read more
Yubin
December 2016
It was awesome staying at Sa'ar's place. Very clean, nice location, easy to find, close to subway stations. it was our first time using Airbnb and Sa'ar was amazing host! He was very easy to communicate, very friendly. we would love to stay here again if we come back to New York!…Read more
Thomas
February 2019
I stay fairly often in NYC for work, and I keep coming back to S's place. It is comfortable, spacious, clean, convenient for public transportation, and reasonably priced, and S is an excellent host. Not really much more to say---the fact that I keep coming back should say it all.
Yanlin
January 2019
This is the room I will come back next time.
Elodie
January 2019
The room is big, clean and beautiful. We felt very welcomed.
1
2
3
…
18"
2019-03-01 00:00:00,True,"Spacious & Cozy bedroom in Bushwick, Brooklyn",$59,,40.70252,-73.91375,PRIVATE ROOM IN APARTMENT,"Spacious & Cozy bedroom in Bushwick, Brooklyn",1 bed,1 shared bath,"Bedroom 1
1 queen bed, 1 air mattress","['Wifi', 'TV', 'Essentials', 'Air conditioning', 'Kitchen', 'Hair dryer']",,,,,,,,"2 Reviews
Leemon
January 2019
James-Kosuke was an amazing host super friendly and chill. He actually personally showed me some of the recommendations for food in the neighborhood. The cafe I ate at was amazing with great prices. The subway sometimes takes me some time to understand where I’m going. Kosuke…Read more
Idkm
January 2019
It was the best inn and the best host."
